branch_code,name,city,street,building_number,orientation_number,longitude,latitude
z-box-pardubice-lonkova-535,Z-BOX,Pardubice,Lonkova,535,,15.7595,50.04271
z-box-pardubice-sukova-trida-1260,Z-BOX,Pardubice,Sukova třída,1260,,15.77387,50.03865
z-box-pardubice-odboraru-346,Z-BOX,Pardubice,Odborářů,346,,15.7567,50.04498
z-box-pardubice-belehradska-628,Z-BOX,Pardubice,Bělehradská,628,,15.75098,50.047
z-box-pardubice-husova-106,Z-BOX,Pardubice,Husova,106,,15.78488,50.03979
z-box-pardubice-labska,Z-BOX,Pardubice,Labská,,,15.78083,50.04122
z-box-pardubice-very-junkove-306,Z-BOX,Pardubice,Věry Junkové,306,,15.80194,50.03921
z-box-pardubice-na-drazce-43,Z-BOX,Pardubice,Na Drážce,43,,15.80153,50.04044
pardubice-lidmily-male-656,Z-BOX,Pardubice,Lidmily Malé,656,,15.80623,50.04122
z-box-pardubice-jana-zajice-714-2,Z-BOX,Pardubice,Jana Zajíce,714,2,15.80781,50.04287
z-box-pardubice-bezdickova-630,Z-BOX,Pardubice,Bezdíčkova,630,,15.79596,50.04232
z-box-pardubice-jana-zajice-875,Z-BOX,Pardubice,Jana Zajíce,875,,15.80656,50.0449
z-box-spojil-na-okrajich-41,Z-BOX,Spojil,Na Okrajích,41,,15.81962,50.04725
z-box-holice-dukelska-269,Z-BOX,Holice,Dukelská,269,,15.99049,50.06939
z-box-holice-hradecka-retail-park-holice,Z-BOX,Holice,Hradecká,,,15.98334,50.07316
z-box-holice-na-musce-1110,Z-BOX,Holice,Na Mušce,1110,,15.98374,50.07527
z-box-cermna-nad-orlici-cermna-nad-orlici-6-obecni-urad,Z-BOX,Čermná nad Orlicí,Čermná nad Orlicí,6,,16.14307,50.0804
z-box-horni-redice-horni-redice-101,Z-BOX,Horní Ředice,Horní Ředice,101,,15.95437,50.078
z-box-dolni-redice-holicka-210,Z-BOX,Dolní Ředice,Holická,210,,15.92426,50.07809
z-box-pisecna-u-zamberka-pisecna-71-u-vchodu-na-ou,Z-BOX,Písečná u Žamberka,Písečná,71,,16.45457,50.04494
z-box-lukavice-u-letohradu-lukavice-310,Z-BOX,Lukavice u Letohradu,Lukavice,310,,16.48183,50.05981
z-box-nekor-nekor-282-obchod-coop,Z-BOX,Nekoř,Nekoř,282,,16.5473,50.06203
z-box-dlouhonovice-hlavni-29,Z-BOX,Dlouhoňovice,Hlavní,29,,16.44068,50.06942
z-box-cervena-voda-cervena-voda-165-coop,Z-BOX,Červená Voda,Červená voda,165,,16.74232,50.04161
hanusovice-na-holbe-244,Z-BOX,Hanušovice,Na Holbě,244,,16.92718,50.06545
z-box-karlovice-karlovice-55,Z-BOX,Karlovice,Karlovice,55,,17.44277,50.10744
vrbno-pod-pradedem-nove-doby-112,Z-BOX,Z-Box Vrbno pod Pradědem,Nové doby,,,17.38302,50.11957
z-box-vrbno-pod-pradedem-zlatohorska-103-4,Z-BOX,Vrbno pod Pradědem,Zlatohorská,103,4,17.38321,50.12163
z-box-krnov-mikulasska-69,Z-BOX,Krnov,Mikulášská,69,,17.68897,50.08964
z-box-krnov-revolucni-2396,Z-BOX,Krnov,Revoluční,2396,,17.69403,50.08859
z-box-krnov-bezrucova-2246-31-michaci-centrum-barev,Z-BOX,Krnov,Bezručova,2246,31,17.68914,50.09256
krnov-albrechticka-32,Z-BOX,Krnov,Albrechtická,32,,17.69189,50.09161
z-box-krnov-albrechticka-1666-120,Z-BOX,Krnov,Albrechtická,1666,120,17.68085,50.09688
z-box-krnov-nam-minoritu-2194-9,Z-BOX,Krnov,náměstí Minoritů,2194,9,17.70691,50.08925
hnevosice-opavska-160-1,Z-BOX,Hněvošice,Opavská,160,,18.01088,50.00395
z-box-bolatice-mirova-714-4-za-postou,Z-BOX,Bolatice,Mírová,714,4,18.07969,49.95161
z-box-bolatice-sokolovska-1027-1-a,Z-BOX,Bolatice,Sokolovská 1027/1a,,,18.07915,49.95278
z-box-koberice-hlucinska-739,Z-BOX,Kobeřice,Hlučínská,739,,18.05289,49.98479
z-box-bohuslavice-u-dolniho-benesova-postovni-119,Z-BOX,Bohuslavice u Dolního Benešova,Poštovní,119,,18.13043,49.94158
z-box-hlucin-cs-armady-1491-6-b,Z-BOX,Hlučín,Čs. Armády 1491/6b,,,18.1871,49.89995
z-box-hlucin-cihelni-295-42-lekarna,Z-BOX,Hlučín,Cihelní,295,42,18.19625,49.89579
z-box-hlucin-roviny-842-34-penzion-hevil,Z-BOX,Hlučín,Roviny,842,34,18.20156,49.8933
hlucin-kozmicka-210-4,Z-BOX,Hlučín,Kozmická,210,4,18.20072,49.91922
z-box-ludgerovice-nad-vodarnou-1502-16-b,Z-BOX,Ludgeřovice,Nad Vodárnou 1502/16b,,,18.24967,49.87881
z-box-markvartovice-silherovicka-242,Z-BOX,Markvartovice,Šilheřovická,242,,18.23358,49.90828
ludgerovice-hlucinska-990-55-1,Z-BOX,Ludgeřovice,Hlučínská,990,55,18.24963,49.88274
z-box-zavada-zavada-106-knihovna,Z-BOX,Závada,Závada,106,,18.16769,49.95254
z-box-ostrava-privoz-hlucinska-1170-outlet,Z-BOX,Ostrava,Přívoz,,,18.25757,49.86033
ostrava-hlucinska-467,Z-BOX,Ostrava,Petřkovice,,,18.26013,49.87387
z-box-ostrava-koblov-antosovicka-313-7-budoucnost,Z-BOX,Ostrava,Koblov,,,18.28398,49.87445
z-box-ostrava-koblov-antosovicka-176-327-zastavka-autobusu-vrbina,Z-BOX,Ostrava,Koblov,,,18.31403,49.8994
z-box-bohumin-9-kvetna-1196-retail-park-bohumin,Z-BOX,Bohumín,9. května,1196,,18.3517,49.89958
z-box-bohumin-na-chalupach-371,Z-BOX,Bohumín,Na Chalupách,371,,18.34613,49.90275
z-box-bohumin-okruzni-1164,Z-BOX,Bohumín,Okružní,1164,,18.35145,49.90222
z-box-bohumin-masarykova-1211,Z-BOX,Bohumín,Masarykova,1211,,18.35979,49.9021
z-box-bohumin-sunychelska-845,Z-BOX,Bohumín,Šunychelská,845,,18.35676,49.90993
z-box-silherovice-u-parkoviste-455,Z-BOX,Šilheřovice,U Parkoviště,455,,18.27062,49.92689
z-box-chodov-cs-odbojaru-934,Z-BOX,Chodov,Čs. odbojářů,934,,12.74534,50.23429
z-box-karlovy-vary-studentska-312-65-ms-moudra-sova,Z-BOX,Karlovy Vary,Studentská,312,65,12.82624,50.20942
z-box-brezova-u-karlovych-varu-hamerska-56-vecerka-brezova,Z-BOX,Březová u Karlových Varů,Hamerská,56,,12.87021,50.1966
z-box-kolova-kolova-16-ou-kolova,Z-BOX,Kolová,Kolová,16,,12.90357,50.18767
z-box-pila-pila-127-coop,Z-BOX,Pila,Pila,127,,12.92564,50.17954
z-box-karlovy-vary-obchodni-30-oc-globus,Z-BOX,Karlovy Vary,Obchodní,30,,12.80684,50.21792
z-box-zihle-zihle-184,Z-BOX,Žihle,Žihle,184,,13.37525,50.04505
z-box-senomaty-klouckova-58,Z-BOX,Senomaty,Kloučková,58,,13.65504,50.09943
rakovnik-plzenska-2572,Z-BOX,Rakovník,Plzeňská,2572,,13.72593,50.09077
z-box-rakovnik-trojanova-parkoviste-na-vaze,Z-BOX,Rakovník,Trojanova,,,13.72705,50.10293
z-box-rakovnik-v-lukach-materska-skola,Z-BOX,Rakovník,V Lukách,,,13.71721,50.10622
z-box-rakovnik-dukel-hrdinu-2078-coop,Z-BOX,Rakovník,Dukel. hrdinů,2078,,13.72373,50.10565
rakovnik-pod-nemocnici-2173,Z-BOX,Rakovník,Pod Nemocnicí,2173,,13.71873,50.10642
z-box-druzstevni-2085-rakovnik,Z-BOX,Družstevní 2085,Rakovník,,,13.73579,50.1074
rakovnik-luzenska-2817,Z-BOX,Rakovník,Luženská,2817,,13.73636,50.10976
z-box-rakovnik-luzenska-2819,Z-BOX,Rakovník,Luženská,2819,,13.73749,50.1098
luzna-havlickova,Z-BOX,Lužná u Rakovníka,Havlíčkova,,,13.7719,50.12172
z-box-luzna-u-rakovnika-masarykovo-nam-89,Z-BOX,Lužná u Rakovníka,Masarykovo náměstí,89,,13.76917,50.12432
z-box-bratronice-bratronice-35,Z-BOX,Bratronice,Bratronice,35,,14.01437,50.06779
z-box-bratronice-bratronice-201,Z-BOX,Bratronice,Bratronice,201,,14.01846,50.06878
z-box-lhota-u-kladna-kladenska-56,Z-BOX,Lhota u Kladna,Kladenská,56,,14.01234,50.08719
z-box-zilina-druzecka-153,Z-BOX,Žilina,Družecká,153,,14.00817,50.10015
z-box-horni-bezdekov-hlavni-41,Z-BOX,Horní Bezděkov,Hlavní,41,,14.07071,50.08253
z-box-ptice-soubezna-369,Z-BOX,Ptice,Souběžná,369,,14.17167,50.05181
z-box-uhonice-radotinska-97,Z-BOX,Úhonice,Radotínská,97,,14.18688,50.0438
z-box-rudna-u-prahy-havlickovo-nam-948-1,Z-BOX,Rudná u Prahy,Havlíčkovo náměstí,948,1,14.23083,50.03417
z-box-rudna-u-prahy-masarykova-1008,Z-BOX,Rudná u Prahy,Masarykova,1008,,14.24295,50.03887
z-box-chrastany-u-prahy-chrastany-205-u-detskeho-hriste,Z-BOX,Chrášťany u Prahy,Chrášťany,205,,14.24695,50.04062
z-box-jinocany-jinocany-14-u-rybniku,Z-BOX,Jinočany,Jinočany,14,,14.27519,50.02975
z-box-jinocany-mezi-stromy,Z-BOX,Jinočany,Mezi Stromy,,,14.2785,50.03099
z-box-chrastany-u-prahy-plzenska-28,Z-BOX,Chrášťany u Prahy,Plzeňská,28,,14.25928,50.04476
praha-smichovska,Z-BOX,Praha 17,Řeporyje,,,14.31271,50.03377
z-box-praha-13-reporyje-kakosova-u-detskeho-hriste,Z-BOX,Praha 13,Řeporyje,,,14.32305,50.03866
z-box-praha-5-hlubocepy-hugo-haase-1266-2-pred-domem,Z-BOX,Praha 5,Hlubočepy,,,14.36348,50.02922
z-box-praha-16-velka-chuchle-strakonicka-62-lidl,Z-BOX,Praha 16,Velká Chuchle,,,14.39182,50.01869
z-box-praha-5-hlubocepy-lipova-alej-696-3-rodinny-dum,Z-BOX,Praha 5,Hlubočepy,,,14.37241,50.02709
z-box-praha-4-hodkovicky-sifarska-568-18-svj,Z-BOX,Praha 4,Hodkovičky,,,14.40225,50.01884
z-box-praha-12-modrany-k-otocce-779-27-a,Z-BOX,Praha 12,Modřany,,,14.41583,50.01419
z-box-praha-12-modrany-lhotecka-2121-2-e,Z-BOX,Praha 12,Modřany,,,14.41748,50.01392
z-box-praha-12-modrany-lhotecka-2109-2-d,Z-BOX,Praha 12,Modřany,,,14.41805,50.01374
praha-v-remizku-983-26,Z-BOX,Praha 5,Hlubočepy,,,14.36942,50.03055
z-box-praha-5-hlubocepy-hoegerova-1098-albert,Z-BOX,Praha 5,Hlubočepy,,,14.37472,50.03132
praha-tesikova-987,Z-BOX,Praha 12,Kamýk,,,14.42745,50.01475
z-box-praha-12-kamyk-durychova-psencikova-potraviny-konbini,Z-BOX,Praha 12,Kamýk,,,14.44421,50.01653
praha-marianska-1000-12,Z-BOX,Praha 12,Kamýk,,,14.43622,50.01829
praha-zdislavicka-963,Z-BOX,Praha 12,Kamýk,,,14.44292,50.01756
z-box-praha-4-lhotka-novodvorska-1062-12-domyno,Z-BOX,Praha 4,Lhotka,,,14.45021,50.01671
z-box-praha-12-kamyk-cholupicka-431-12-a,Z-BOX,Praha 12,Kamýk,,,14.43838,50.01913
z-box-praha-4-krc-sipkova-1852-4,Z-BOX,Praha 4,Krč,,,14.46094,50.0183
praha-dunovicka,Z-BOX,Praha 4,Kunratice,,,14.4964,50.02057
z-box-praha-4-kunratice-videnska-bus-ikem,Z-BOX,Praha 4,Kunratice,,,14.46314,50.02083
z-box-praha-11-chodov-ke-katerinkam-2423-2-a,Z-BOX,Praha 11,Chodov,,,14.51797,50.02254
praha-tererova-1354-15,Z-BOX,Praha 11,Chodov,,,14.52076,50.02355
z-box-praha-4-kunratice-hornomlynska-dolnomlynska-u-arealu-zatisi,Z-BOX,Praha 4,Kunratice,,,14.4858,50.0222
z-box-praha-11-chodov-bohunova-1550-19,Z-BOX,Praha 11,Chodov,,,14.52136,50.02583
z-box-praha-11-vojtiskova-1783-lidl,Z-BOX,Praha 11,Chodov,,,14.49329,50.02584
praha-tatarkova-721-26,Z-BOX,Praha 11,Háje,,,14.52926,50.02893
z-box-praha-11-haje-hlavateho-664-13,Z-BOX,Praha 11,Háje,,,14.53444,50.03007
z-box-praha-15-petrovice-jakobiho-330-1-svj,Z-BOX,Praha 15,Petrovice,,,14.55988,50.03241
z-box-praha-10-petrovice-kurcatovova-322,Z-BOX,Praha 10,Petrovice,,,14.56417,50.03297
z-box-praha-11-haje-arkalycka-757-oc-haje,Z-BOX,Praha 11,Háje,,,14.52903,50.03128
z-box-praha-11-haje-mendelova-737-1,Z-BOX,Praha 11,Háje,,,14.53338,50.03184
z-box-praha-22-uhrineves-ul-susilova,Z-BOX,Praha 22,Uhříněves,,,14.58898,50.03352
z-box-praha-22-uhrineves-picassova,Z-BOX,Praha 22,Uhříněves,,,14.59277,50.03378
z-box-praha-22-uhrineves-podleska-1546-1-a-cs-prim,Z-BOX,Praha 22,Uhříněves,,,14.58122,50.03629
z-box-praha-15-petrovice-morseova,Z-BOX,Praha 15,Petrovice,,,14.55868,50.03513
z-box-praha-22-uhrineves-pratelstvi-lidl,Z-BOX,Praha 22,Uhříněves,,,14.58991,50.03889
z-box-sibrina-ricanska-15,Z-BOX,Sibřina,Říčanská,15,,14.6704,50.05567
z-box-kvetnice-k-dobrocovicum-35,Z-BOX,Květnice,K Dobročovicům,35,,14.68808,50.05743
z-box-sibrina-ricanska-149,Z-BOX,Sibřina,Říčanská,149,,14.66968,50.05611
z-box-uvaly-jiraskova-656-pejskovice-cz,Z-BOX,Úvaly,Jirásková,656,,14.72365,50.07355
z-box-uvaly-prazska-2284,Z-BOX,Úvaly,Pražská,2284,,14.70592,50.07207
z-box-brezany-ii-brezany-ii-83,Z-BOX,Břežany II,Břežany II,83,,14.8061,50.09091
z-box-tatce-tatce-81,Z-BOX,Tatce,Tatce,81,,14.97244,50.08931
z-box-poricany-kounicka-272,Z-BOX,Poříčany,Kounická,272,,14.91447,50.10732
z-box-velke-chvalovice-ke-hristi-183,Z-BOX,Velké Chvalovice,Ke Hřišti,183,,15.01338,50.09882
z-box-pecky-tr-jana-svermy-113,Z-BOX,Pečky,Tř. Jana Švermy,113,,15.04029,50.09733
z-box-vrbova-lhota-podebradska-25,Z-BOX,Vrbová Lhota,Poděbradská,25,,15.06244,50.1118
libice-nad-cidlinou-husova-137,Z-BOX,Libice nad Cidlinou,Husova,137,,15.17854,50.12607
z-box-sany-bacovska-172,Z-BOX,Sány,Bačovská,172,,15.24737,50.12216
z-box-libice-nad-cidlinou-nerudova-154,Z-BOX,Libice nad Cidlinou,Nerudova,154,,15.18004,50.13058
z-box-opolany-opolany-50,Z-BOX,Opolany,Opolany,50,,15.22037,50.13041
z-box-zizelice-masarykovo-nam-1,Z-BOX,Žiželice,Masarykovo náměstí,1,,15.393,50.13171
z-box-zizelice-palackeho-402,Z-BOX,Žiželice,Palackého,402,,15.39101,50.13297
z-box-lazne-bohdanec-na-luzci-703,Z-BOX,Lázně Bohdaneč,Na Lužci,703,,15.68253,50.06941
z-box-lazne-bohdanec-pernstynska-656,Z-BOX,Lázně Bohdaneč,Pernštýnská,656,,15.67993,50.07554
rybitvi-skolni-181,Z-BOX,Rybitví,Školní,181,,15.7039,50.06145
z-box-rohovladova-bela-rohovladova-bela-1-na-autobusovem-nadrazi,Z-BOX,Rohovládova Bělá,Rohovládova Bělá,1,,15.60394,50.10842
z-box-pardubice-okrajova-766,Z-BOX,Pardubice,Okrajová,766,,15.75209,50.04859
z-box-pardubice-jiriho-potucka-290-aaa-auto,Z-BOX,Pardubice,Jiřího Potůčka,290,,15.754,50.05112
z-box-pardubice-prodlouzena-277,Z-BOX,Pardubice,Prodloužená,277,,15.75741,50.05016
z-box-pardubice-ohrazenicka,Z-BOX,Pardubice,Ohrazenická,,,15.76351,50.05005
z-box-pardubice-karla-sipka-291,Z-BOX,Pardubice,Karla Šípka,291,,15.75832,50.05241
z-box-pardubice-u-josefa-119,Z-BOX,Pardubice,U Josefa,119,,15.77055,50.05019
z-box-pardubice-podebradska-384-lidl,Z-BOX,Pardubice,Poděbradská,384,,15.7642,50.05531
z-box-pardubice-podebradska-295-baumax,Z-BOX,Pardubice,Poděbradská,295,,15.76308,50.05695
z-box-pardubice-podebradska-293-oc-globus,Z-BOX,Pardubice,Poděbradská,293,,15.75274,50.05884
z-box-sezemice-havlickova-3,Z-BOX,Sezemice,Havlíčkova,3,,15.85344,50.06477
z-box-borohradek-namesti-44,Z-BOX,Borohrádek,Náměstí,44,,16.0925,50.09748
z-box-potstejn-potstejn-316,Z-BOX,Potštejn,Potštejn,316,,16.31047,50.08305
z-box-doudleby-nad-orlici-dukelska-153-konzum,Z-BOX,Doudleby nad Orlicí,Dukelská,153,,16.26059,50.10585
z-box-kostelec-nad-orlici-krupkova-786,Z-BOX,Kostelec nad Orlicí,Krupkova,786,,16.21015,50.12068
z-box-cestice-u-borohradku-cestice-94,Z-BOX,Čestice u Borohrádku,Čestice,94,,16.14501,50.12582
z-box-kostelec-nad-orlici-rude-armady-1424-konzum,Z-BOX,Kostelec nad Orlicí,Rudé Armády,1424,,16.21686,50.12203
z-box-zachlumi-zachlumi-84-parkoviste-u-altanu,Z-BOX,Záchlumí,Záchlumí,84,,16.37755,50.09095
z-box-vamberk-jiraskova-412-konzum,Z-BOX,Vamberk,Jiráskova,412,,16.29829,50.11496
z-box-vamberk-struha-700-konzum,Z-BOX,Vamberk,Struha,700,,16.29245,50.11665
z-box-zamberk-nadrazni-1135,Z-BOX,Žamberk,Nádražní,1135,,16.45943,50.0755
z-box-zamberk-u-polikliniky-1134-konzum,Z-BOX,Žamberk,U Polikliniky,1134,,16.46154,50.08427
z-box-zamberk-divisova-1500-billa,Z-BOX,Žamberk,Divišova,1500,,16.46182,50.08569
z-box-lisnice-u-zamberka-lisnice-25,Z-BOX,Líšnice u Žamberka,Líšnice,25,,16.50893,50.07957
z-box-zamberk-orlicka-kasarna-733-gastro-royal,Z-BOX,Žamberk,Orlická kasárna,733,,16.45436,50.09202
z-box-klasterec-nad-orlici-klasterec-nad-orlici-97-konzum,Z-BOX,Klášterec nad Orlicí,Klášterec nad Orlicí,97,,16.55648,50.11032
z-box-lichkov-lichkov-186,Z-BOX,Lichkov,Lichkov,186,,16.66318,50.09741
kraliky-cervenovodska-310,Z-BOX,Králíky,Červenovodská,310,,16.76187,50.08111
z-box-jindrichov-u-hanusovic-jindrichov-92,Z-BOX,Jindřichov u Hanušovic,Jindřichov,92,,16.99509,50.10135
z-box-albrechtice-miru-14-2,Z-BOX,Albrechtice,Míru,14,2,17.57334,50.16282
mesto-albrechtice-haslerova,Z-BOX,Město Albrechtice,Hašlerova,,,17.57678,50.16954
z-box-rohov-hlavni-51,Z-BOX,Rohov,Hlavní,51,,18.07115,50.01563
z-box-strahovice-strahovice-125-u-parkoviste-pred-minigolfem,Z-BOX,Strahovice,Strahovice,125,,18.0887,50.00181
z-box-sudice-hlavni-190,Z-BOX,Sudice,Hlavní,190,,18.06878,50.02991
z-box-chuchelna-k-m-lichnovskeho-10,Z-BOX,Chuchelná,K. M. Lichnovského,10,,18.12067,49.98893
z-box-bela-bela-150,Z-BOX,Bělá,Bělá,150,,18.14825,49.97397
z-box-vresina-21-dubna-261-5,Z-BOX,Vřesina,21. dubna,261,5,18.19225,49.94563
z-box-darkovice-u-kluziste-9-hriste,Z-BOX,Darkovice,U Kluziště,9,,18.22328,49.9382
z-box-pist-opavska-531-57,Z-BOX,Píšť,Opavská,531,57,18.18569,49.9765
z-box-hat-u-strediska-3,Z-BOX,Hať,U střediska,3,,18.23906,49.94664
z-box-chodov-tovarni-1179-tesco,Z-BOX,Chodov,Tovární,1179,,12.74311,50.23829
z-box-chodov-rooseveltova-846-z-ulice-skolni,Z-BOX,Chodov,Rooseveltova,846,,12.74682,50.2398
z-box-chodov-u-karlovych-var-hlavni-695,Z-BOX,Chodov u Karlových Var,Hlavní,695,,12.74205,50.2416
z-box-karlovy-vary-chebska-370-oc-fontana,Z-BOX,Karlovy Vary,Chebská,370,,12.82331,50.22479
z-box-karlovy-vary-dolni-kamenna-1004-7-baumax,Z-BOX,Karlovy Vary,Dolní Kamenná,1004,7,12.85322,50.23177
karlovy-vary-lidicka-447-12,Z-BOX,Karlovy Vary,Lidická,447,12,12.88255,50.23043
z-box-karlovy-vary-bezrucova-1190-19,Z-BOX,Karlovy Vary,Bezručova,1190,19,12.87672,50.23271
z-box-karlovy-vary-buchenwaldska-937-11,Z-BOX,Karlovy Vary,Buchenwaldská,937,11,12.85522,50.23517
z-box-karlovy-vary-lidicka-588-33,Z-BOX,Karlovy Vary,Lidická,588,33,12.88531,50.23292
z-box-karlovy-vary-frimlova,Z-BOX,Karlovy Vary,Frimlova,,,12.83754,50.23786
z-box-karlovy-vary-plesivecka-778-17,Z-BOX,Karlovy Vary,Plešivecká,778,17,12.86178,50.23712
z-box-karlovy-vary-rybare-sedlecka-758-7,Z-BOX,Karlovy Vary - Rybáře,Sedlecká,758,7,12.86474,50.237
z-box-karlovy-vary-u-koupaliste-860-1,Z-BOX,Karlovy Vary,U Koupaliště,860,1,12.85168,50.23825
z-box-karlovy-vary-krokova-649-30-billa,Z-BOX,Karlovy Vary,Krokova,649,30,12.89812,50.23502
karlovy-vary-uvalska-631-28,Z-BOX,Karlovy Vary,Úvalská,631,28,12.89186,50.23741
z-box-lubenec-chysska-78,Z-BOX,Lubenec,Chýšská,78,,13.31438,50.13101
z-box-petrohrad-petrohrad-146,Z-BOX,Petrohrad,Petrohrad,146,,13.43833,50.13795
z-box-kolesovice-kolesovice-52,Z-BOX,Kolešovice,Kolešovice,52,,13.60891,50.13718
nesuchyne-nesuchyne-21,Z-BOX,Nesuchyně,Nesuchyně,21,,13.68715,50.17964
z-box-ruda-rakovnicka-205,Z-BOX,Ruda,Rakovnická,205,,13.871,50.13919
rynholec-nam-1-maje-131,Z-BOX,Rynholec,náměstí 1. máje,131,,13.9248,50.13626
z-box-lany-masarykovo-nam-9,Z-BOX,Lány,Masarykovo náměstí,9,,13.95071,50.12474
nove-straseci-1-maje-816,Z-BOX,Nové Strašecí,1. máje,816,,13.89966,50.14854
z-box-nove-straseci-krivoklatska-620,Z-BOX,Nové Strašecí,Křivoklátská,620,,13.90345,50.14788
nove-straseci-nove-straseci-1170,Z-BOX,Nové Strašecí,Nové Strašecí,1170,,13.89517,50.15703
stochov-karlovarska-15-1,Z-BOX,Stochov,Karlovarská,15,,13.96628,50.13876
z-box-druzec-hlavni-332,Z-BOX,Družec,Hlavní,332,,14.0495,50.10447
stochov-skolni-4333-1,Z-BOX,Stochov,Školní,4333,,13.95281,50.14667
stochov-osvobozeni-540,Z-BOX,Stochov,Osvobození,540,,13.96574,50.14462
z-box-doksy-sokolska-47-coop,Z-BOX,Doksy,Sokolská,47,,14.04288,50.11748
tuchlovice-karlovarska-34-1,Z-BOX,Tuchlovice,Karlovarská,34,,13.98878,50.13811
velka-dobra-unhostska-505,Z-BOX,Velká Dobrá,Unhošťská,505,,14.07669,50.10586
z-box-kysice-u-unhoste-u-materske-skoly-190,Z-BOX,Kyšice u Unhoště,U Mateřské školy,190,,14.10789,50.09131
z-box-braskov-v-dubinach-sportovni-stadion,Z-BOX,Braškov,V Dubinách,,,14.09234,50.10117
z-box-unhost-na-trzisti-793,Z-BOX,Unhošť,Na Tržišti,793,,14.12751,50.08353
z-box-svarov-svarov-1,Z-BOX,Svárov,Svárov,1,,14.15473,50.06406
kamenne-zehrovice-karlovarska-tr-350,Z-BOX,Kamenné Žehrovice,Karlovarská tř.,350,,14.02745,50.12877
z-box-unhost-prazska-836-prodejna-coop,Z-BOX,Unhošť,Pražská,836,,14.13248,50.08563
z-box-cerveny-ujezd-cerveny-ujezd-26,Z-BOX,Červený Újezd,Červený Újezd,26,,14.16516,50.06819
z-box-chyne-ecksteinova-859,Z-BOX,Chýně,Ecksteinova,859,,14.22088,50.0558
z-box-chyne-hlavni-200-u-obecniho-uradu,Z-BOX,Chýně,Hlavní,200,,14.22561,50.06121
chyne-hlavni-525,Z-BOX,Chýně,Hlavní,525,,14.23366,50.06317
z-box-praha-17-zlicin-revnicka-121-1-metropole-zlicin,Z-BOX,Praha 17,Zlíčín,,,14.28686,50.05333
z-box-praha-5-zlicin-sazovicka-miloticka,Z-BOX,Praha 5,Zličín,,,14.28011,50.05825
z-box-praha-13-trebonice-skandinavska-144-15-a,Z-BOX,Praha 13,Třebonice,,,14.29487,50.0501
z-box-praha-13-stodulky-namesti-junkovych,Z-BOX,Praha 13,Stodůlky,,,14.30453,50.04667
z-box-praha-13-stodulky-jeremiasova-1239-7-a-billa,Z-BOX,Praha 13,Stodůlky,,,14.31432,50.04297
z-box-praha-13-stodulky-habova-7-oc-paprsek,Z-BOX,Praha 13,Stodůlky,,,14.31086,50.0469
z-box-praha-13-stodulky-bellusova-1877-68-sportovni-hala-luziny,Z-BOX,Praha 13,Stodůlky,,,14.32511,50.04147
z-box-praha-13-stodulky-chlupova-1800-6-dum-deti-a-mladeze,Z-BOX,Praha 13,Stodůlky,,,14.32436,50.04315
z-box-praha-13-stodulky-tlumacovska-1298-21-autosalon-domansky,Z-BOX,Praha 13,Stodůlky,,,14.3315,50.0398
praha-mukarovskeho-1985-5,Z-BOX,Praha 13,Stodůlky,,,14.32147,50.04477
z-box-praha-5-zlicin-do-zahradek-i-211-4-svj,Z-BOX,Praha 5,Zličín,,,14.29148,50.05646
z-box-praha-13-stodulky-prusikova-2577-16-oc-velka-ohrada,Z-BOX,Praha 13,Stodůlky,,,14.3383,50.0382
z-box-praha-13-stodulky-u-jezera-2590-1-luka-living-rental-apartments-shopping-center,Z-BOX,Praha 13,Stodůlky,,,14.32281,50.0457
z-box-praha-13-stodulky-archeologicka-2256-oc-luziny,Z-BOX,Praha 13,Stodůlky,,,14.33179,50.04327
z-box-praha-13-stodulky-u-jezera-2877-11-bernard-pub-u-jezera,Z-BOX,Praha 13,Stodůlky,,,14.32502,50.04697
z-box-praha-13-stodulky-modra-1977-2-svj,Z-BOX,Praha 13,Stodůlky,,,14.33644,50.04571
z-box-praha-5-hlubocepy-hoegerova-1098-15,Z-BOX,Praha 5,Hlubočepy,,,14.37531,50.03163
z-box-praha-5-hlubocepy-grussova-829-8,Z-BOX,Praha 5,Hlubočepy,,,14.37304,50.03578
z-box-praha-5-hlubocepy-tilleho-namesti-792-2,Z-BOX,Praha 5,Hlubočepy,,,14.37638,50.03482
z-box-praha-5-hlubocepy-tilleho-namesti-793-1-billa,Z-BOX,Praha 5,Hlubočepy,,,14.37818,50.03443
z-box-praha-5-hlubocepy-geologicka-1018-hotel-smaragd,Z-BOX,Praha 5,Hlubočepy,,,14.38616,50.03335
z-box-praha-4-hodkovicky-klanova-1431-61-gradient,Z-BOX,Praha 4,Hodkovičky,,,14.42688,50.02141
z-box-praha-4-branik-vavrenova-1172-12-billa,Z-BOX,Praha 4,Braník,,,14.4267,50.02433
praha-psohlavcu-1501-51,Z-BOX,Praha 4,Braník,,,14.42402,50.02701
z-box-praha-4-lhotka-novodvorska-803-82-unica,Z-BOX,Praha 4,Lhotka,,,14.44136,50.02261
z-box-praha-4-lhotka-novodvorska-434-149,Z-BOX,Praha 4,Lhotka,,,14.43464,50.02465
praha-na-rovinach-1003,Z-BOX,Praha 4,Lhotka,,,14.44494,50.02254
z-box-praha-4-branik-novodvorska-994-u-vstupu-do-arealu,Z-BOX,Praha 4,Braník,,,14.43002,50.02689
