name,city,postal_code,street,building_number,orientation_number,ruian_code
Velké Hamry,Velké Hamry,46845,,409,0,12232971.0
Plavy,Plavy,46846,,186,0,12150061.0
Zlatá Olešnice,Zlatá Olešnice,46847,,196,0,12237213.0
Kořenov,Kořenov,46849,,480,0,25123360.0
Smržovka,Smržovka,46851,Hlavní,1250,0,19866071.0
Dolní Kořenov,Kořenov,46852,,905,0,12213888.0
Desná v Jizerských horách,Desná,46861,Krkonošská,630,0,12078824.0
Lučany nad Nisou,Lučany nad Nisou,46871,,440,0,12129054.0
Česká Lípa 1,Česká Lípa,47001,náměstí T. G. Masaryka,194,27,25246348.0
Česká Lípa 3,Česká Lípa,47003,Děčínská,3271,0,27655181.0
Česká Lípa 6,Česká Lípa,47006,28. října,2850,0,25348680.0
Zahrádky u České Lípy,Zahrádky,47101,,14,0,13094548.0
Kravaře u České Lípy,Kravaře,47103,náměstí,111,0,13046233.0
Blíževedly,Blíževedly,47104,,12,0,13015699.0
Horní Police,Horní Police,47106,9. května,167,0,16555805.0
Žandov u České Lípy,Žandov,47107,Náměstí,18,0,13097016.0
Jezvé,Stružnice,47108,,87,0,13079930.0
Horní Libchava u České Lípy,Horní Libchava,47111,,208,0,16554191.0
Volfartice,Volfartice,47112,,59,0,16589394.0
Nový Oldřichov,Nový Oldřichov,47113,,51,0,13059220.0
Kamenický Šenov,Kamenický Šenov,47114,náměstí T. G. Masaryka,193,0,16559363.0
Prysk,Prysk,47115,,17,0,25603485.0
Polevsko,Polevsko,47116,,152,0,13066307.0
Skalice u České Lípy,Skalice u České Lípy,47117,,377,0,16579933.0
Pihel,Nový Bor,47118,,226,0,13135422.0
Ralsko,Ralsko,47122,,703,0,25354574.0
Zákupy,Zákupy,47123,náměstí Svobody,251,0,23133945.0
Mimoň,Mimoň,47124,Mírová,120,0,16609123.0
Jablonné v Podještědí,Jablonné v Podještědí,47125,Zdislavy z Lemberka,37,0,13036254.0
Dubnice pod Ralskem,Dubnice,47126,,240,0,13026682.0
Stráž pod Ralskem,Stráž pod Ralskem,47127,Máchova,5,0,16585372.0
Hamr u České Lípy,Hamr na Jezeře,47128,Liberecká,24,0,13027077.0
Brniště,Brniště,47129,,102,0,13018752.0
Dubá,Dubá,47141,Školní,192,0,23124628.0
Svor,Svor,47151,,195,0,13088050.0
Sloup v Čechách,Sloup v Čechách,47152,U Pošty,296,0,16584279.0
Svojkov,Svojkov,47153,,12,0,13084861.0
Cvikov,Cvikov,47154,Komenského,308,0,16595653.0
Kunratice u Cvikova,Kunratice u Cvikova,47155,,411,0,13052101.0
Mařenice,Mařenice,47156,,26,0,13054295.0
Krompach,Krompach,47157,,186,0,16569997.0
Lindava,Cvikov,47158,,278,0,16572513.0
Jestřebí,Jestřebí,47161,,140,0,13044371.0
Okna,Okna,47162,,68,0,13063332.0
Staré Splavy,Doksy,47163,Jana Roháče z Dubé,75,0,13022385.0
Provodín,Provodín,47167,,80,0,13068547.0
Doksy,Doksy,47201,náměstí Republiky,213,0,13102401.0
Nový Bor,Nový Bor,47301,náměstí Míru,55,0,13118684.0
Hradec Králové 1,Hradec Králové,50001,Collinova,573,0,81873107.0
Hradec Králové 2,Hradec Králové,50002,Zamenhofova,915,2,23892188.0
Hradec Králové 3,Hradec Králové,50003,Pospíšilova,215,11a,23865776.0
Hradec Králové 8,Hradec Králové,50008,Lesní,157,2,23804718.0
Hradec Králové 9,Hradec Králové,50009,Mrštíkova,1767,38a,23820527.0
Hradec Králové 12,Hradec Králové,50012,třída Edvarda Beneše,1423,21,23817178.0
Předměřice nad Labem,Předměřice nad Labem,50302,Obránců míru,123,0,15798631.0
Smiřice,Smiřice,50303,Nám. Míru,361,0,15813207.0
Černožice nad Labem,Černožice,50304,Gen. Svobody,268,0,15736831.0
Hořiněves,Hořiněves,50306,,89,0,15747140.0
Hradec Králové 15,Hradec Králové,50311,Dvorská,324,95,23859938.0
Všestary,Všestary,50312,,35,0,15846784.0
Dohalice,Dohalice,50313,,17,0,15739457.0
Stračov,Stračov,50314,,2,0,15823130.0
Nechanice,Nechanice,50315,Husovo náměstí,38,0,15775682.0
Dolní Přím,Dolní Přím,50316,,27,0,20306393.0
Stěžery,Stěžery,50321,Lipová,1,0,15818161.0
Libčany,Libčany,50322,,80,0,20313535.0
Kratonohy,Kratonohy,50324,,31,0,20310463.0
Dobřenice,Dobřenice,50325,,184,0,15739210.0
Osice,Osice,50326,,117,0,25892541.0
Lhota pod Libčany,Lhota pod Libčany,50327,,70,0,15760332.0
Vysoká nad Labem,Vysoká nad Labem,50331,,115,0,26920824.0
Hradec Králové 22,Hradec Králové,50332,Poštovní,45,12,23801735.0
Praskačka,Praskačka,50333,,72,0,15794938.0
Černilov,Černilov,50343,,310,0,21016992.0
Libřice,Libřice,50344,,111,0,15765032.0
Jeníkovice,Jeníkovice,50345,,25,0,21021473.0
Třebechovice pod Orebem,Třebechovice pod Orebem,50346,Žižkova,850,0,15840166.0
Blešno,Blešno,50347,,13,0,15732070.0
Chlumec nad Cidlinou,Chlumec nad Cidlinou,50351,Kozelkova,402,0,15860329.0
Skřivany,Skřivany,50352,Dr. Vojtěcha,142,0,15808220.0
Smidary,Smidary,50353,Poštovní,2,0,17418496.0
Ohnišťany,Ohnišťany,50354,,91,0,20321601.0
Petrovice u Nového Bydžova,Petrovice,50355,,104,0,15789624.0
Hlušice,Hlušice,50356,,70,0,15743195.0
Starý Bydžov,Starý Bydžov,50357,,1,0,15816532.0
Lovčice,Lovčice,50361,,185,0,15768431.0
Lužec nad Cidlinou,Lužec nad Cidlinou,50362,,89,0,15771334.0
Nepolisy,Nepolisy,50363,,75,0,15782484.0
Měník,Měník,50364,,43,0,21027544.0
Kosičky,Kosičky,50365,,1,0,15754766.0
Káranice,Káranice,50366,,48,0,20309911.0
Nový Bydžov,Nový Bydžov,50401,Jablonského,505,0,20337876.0
Jičín 1,Jičín,50601,Šafaříkova,142,0,25344081.0
Slatiny,Slatiny,50701,,135,0,1716221.0
Žeretice,Žeretice,50702,,117,0,1755498.0
Vysoké Veselí,Vysoké Veselí,50703,Mírové náměstí,6,0,1745565.0
Třtěnice,Třtěnice,50704,,128,0,17508738.0
Konecchlumí,Konecchlumí,50705,,7,0,1682725.0
Lužany,Lužany,50706,,144,0,1687522.0
Úlibice,Úlibice,50707,,22,0,1737295.0
Valdice,Valdice,50711,náměstí Míru,36,0,1738241.0
Radim,Radim,50712,,91,0,1710419.0
Železnice,Železnice,50713,Muzejní,204,0,1751590.0
Libuň,Libuň,50715,,27,0,17455693.0
Veliš,Veliš,50721,,4,0,17514215.0
Střevač,Střevač,50722,,49,0,17502756.0
Libáň,Libáň,50723,Jičínská,63,0,25258974.0
Dětenice,Dětenice,50724,,141,0,1670565.0
Jičíněves,Jičíněves,50731,,82,0,17441803.0
Kopidlno,Kopidlno,50732,náměstí Hilmarovo,90,0,1771868.0
Vršce,Vršce,50733,,91,0,1744836.0
Žlunice,Žlunice,50734,,138,0,17521921.0
Samšina,Samšina,50741,,35,0,24712370.0
Markvartice u Sobotky,Markvartice,50742,,25,0,1689363.0
Sobotka,Sobotka,50743,Boleslavská,440,0,1722522.0
Libošovice,Libošovice,50744,,83,0,17451523.0
Mladějov,Mladějov,50745,,106,0,17467012.0
Holovousy,Holovousy,50751,,18,0,1676598.0
Ostroměř,Ostroměř,50752,Zahradní,390,0,17475163.0
Chomutice u Hořic v Podkrkonoší,Chomutice,50753,,164,0,1664581.0
Podhorní Újezd a Vojice,Podhorní Újezd a Vojice,50754,,118,0,1705059.0
Mlázovice,Mlázovice,50758,Náměstí,46,0,1693557.0
Šárovcova Lhota,Šárovcova Lhota,50759,,12,0,17467705.0
Miletín,Miletín,50771,Komenského,100,0,17459753.0
Dobrá Voda u Hořic,Dobrá Voda u Hořic,50773,,193,0,17534704.0
Milovice u Hořic,Milovice u Hořic,50774,,61,0,1692755.0
Jeřice,Jeřice,50776,,21,0,1678027.0
Cerekvice nad Bystřicí,Cerekvice nad Bystřicí,50777,,1,0,1659472.0
Lázně Bělohrad,Lázně Bělohrad,50781,Náměstí K. V. Raise,138,0,1764381.0
Pecka,Pecka,50782,,2,0,1699059.0
Stará Paka,Stará Paka,50791,Revoluční,180,0,17496012.0
Úbislavice,Úbislavice,50792,,53,0,1733575.0
Hořice v Podkrkonoší,Hořice,50801,Havlíčkova,40,0,17535336.0
Nová Paka,Nová Paka,50901,Komenského,313,0,17558484.0
Turnov 1,Turnov,51101,náměstí Českého Ráje,65,0,21579539.0
Slaná u Semil,Slaná,51201,,62,0,16942574.0
Košťálov,Košťálov,51202,,200,0,16911938.0
Libštát,Libštát,51203,,198,0,16917715.0
Mříčná,Mříčná,51204,,211,0,15093174.0
Háje nad Jizerou,Háje nad Jizerou,51205,,15,0,15043347.0
Benešov u Semil,Benešov u Semil,51206,,134,0,16884949.0
Vysoké nad Jizerou,Vysoké nad Jizerou,51211,,165,0,26243903.0
Jesenný,Jesenný,51212,,23,0,15054012.0
Bozkov,Bozkov,51213,,78,0,15040160.0
Roztoky u Jilemnice,Roztoky u Jilemnice,51231,,265,0,16930321.0
Martinice v Krkonoších,Martinice v Krkonoších,51232,,131,0,15129985.0
Studenec u Horek,Studenec,51233,,358,0,15134989.0
Horka u Staré Paky,Horka u Staré Paky,51234,,41,0,15100197.0
Čistá u Horek,Čistá u Horek,51235,,231,0,16892437.0
Horní Branná,Horní Branná,51236,,326,0,15050874.0
Benecko,Benecko,51237,,190,0,15035271.0
Vítkovice v Krkonoších,Vítkovice,51238,,335,0,15143261.0
Víchová nad Jizerou,Víchová nad Jizerou,51241,,220,0,16954645.0
Poniklá,Poniklá,51242,,55,0,16919459.0
Jablonec nad Jizerou,Jablonec nad Jizerou,51243,,277,0,16902939.0
Rokytnice nad Jizerou 1,Rokytnice nad Jizerou,51244,,360,0,15110681.0
Harrachov v Krkonoších,Harrachov,51246,,152,0,16892976.0
Paseky nad Jizerou,Paseky nad Jizerou,51247,,242,0,15103072.0
Lomnice nad Popelkou,Lomnice nad Popelkou,51251,plk. Truhláře,108,0,15069826.0
Tatobity,Tatobity,51253,,59,0,16946545.0
Mírová pod Kozákovem,Mírová pod Kozákovem,51254,,51,0,15089177.0
Přepeře,Přepeře,51261,,10,0,16923791.0
Karlovice u Turnova,Karlovice,51262,,47,0,15058883.0
Rovensko pod Troskami,Rovensko pod Troskami,51263,Tyršova,73,0,18848699.0
Vyskeř,Vyskeř,51264,,50,0,16956621.0
Všeň,Všeň,51265,,10,0,15144542.0
Nová Ves nad Popelkou,Nová Ves nad Popelkou,51271,,64,0,15093930.0
Semily,Semily,51301,Husova,9,0,16961226.0
Jilemnice,Jilemnice,51401,Geologa Pošepného,380,0,16975154.0
Rychnov nad Kněžnou,Rychnov nad Kněžnou,51601,Bezručova,14,0,9841571.0
Lukavice,Lukavice,51603,,190,0,21535906.0
Solnice,Solnice,51701,Pod Poštou,6,0,21551499.0
Kvasiny,Kvasiny,51702,,81,0,21528926.0
Skuhrov nad Bělou,Skuhrov nad Bělou,51703,,84,0,9806661.0
Černíkovice,Černíkovice,51704,,141,0,21517088.0
Javornice,Javornice,51711,,7,0,21523924.0
Liberk,Liberk,51712,,70,0,9758968.0
Týniště nad Orlicí,Týniště nad Orlicí,51721,Mírové náměstí,268,0,9815970.0
Albrechtice nad Orlicí,Albrechtice nad Orlicí,51722,Pardubická,233,0,9689141.0
Žďár nad Orlicí,Žďár nad Orlicí,51723,,133,0,9840061.0
Borohrádek,Borohrádek,51724,Nádražní,40,0,21510032.0
Čermná nad Orlicí,Čermná nad Orlicí,51725,,45,0,9711589.0
Bolehošť,Bolehošť,51731,,128,0,9700749.0
Přepychy,Přepychy,51732,,5,0,9792465.0
Trnov u Dobrušky,Trnov,51733,,3,0,24347949.0
Voděrady u Rychnova nad Kněžnou,Voděrady,51734,,70,0,9835334.0
Lično,Lično,51735,,1,0,21532028.0
Olešnice,Olešnice,51736,,134,0,9771204.0
Kostelec nad Orlicí,Kostelec nad Orlicí,51741,Dukelských hrdinů,900,0,9744746.0
Doudleby nad Orlicí,Doudleby nad Orlicí,51742,Dukelská,68,0,9726781.0
Potštejn,Potštejn,51743,Pod Lipami,281,0,9791370.0
Lhoty u Potštejna,Lhoty u Potštejna,51744,,34,0,9867821.0
Chleny,Chleny,51745,,68,0,9732756.0
Častolovice,Častolovice,51750,Masarykova,10,0,9706437.0
Vamberk,Vamberk,51754,Struha,698,0,9831886.0
Rybná nad Zdobnicí,Rybná nad Zdobnicí,51755,,150,0,9804366.0
Slatina nad Zdobnicí,Slatina nad Zdobnicí,51756,,198,0,9809414.0
Pěčín u Rychnova nad Kněžnou,Pěčín,51757,,207,0,9781471.0
Rokytnice v Orlických horách,Rokytnice v Orlických horách,51761,náměstí T. G. Masaryka,79,0,9796304.0
Orlické Záhoří,Orlické Záhoří,51764,,34,0,9870385.0
České Meziříčí,České Meziříčí,51771,Záhumenská,445,0,21522634.0
Jílovice u Dobrušky,Jílovice,51772,,103,0,9735534.0
Opočno,Opočno,51773,Kupkovo náměstí,247,0,9774734.0
Bystré,Bystré,51781,,110,0,9705139.0
Sedloňov,Sedloňov,51782,,155,0,24346446.0
Olešnice v Orlických horách,Olešnice v Orlických horách,51783,,5,0,21538425.0
Ohnišov,Ohnišov,51784,,172,0,9768793.0
Deštné v Orlických horách,Deštné v Orlických horách,51791,,61,0,21560421.0
Kounov u Dobrušky,Kounov,51792,,32,0,9753192.0
Dobré,Dobré,51793,,150,0,25599399.0
Bílý Újezd u Dobrušky,Bílý Újezd,51794,,42,0,9696351.0
Dobruška,Dobruška,51801,Opočenská,71,0,9857842.0
Podbřezí,Podbřezí,51803,,16,0,21543780.0
Pardubice 1,Pardubice,53001,Na Hrádku,105,0,7691734.0
Pardubice 3,Pardubice,53003,Na Drážce,1585,0,7791348.0
Pardubice 5,Pardubice,53005,Jana Palacha,1552,0,7704445.0
Pardubice 6,Pardubice,53006,Kostnická,870,0,7776993.0
Pardubice 9,Pardubice,53009,Jiřího Tomana,275,0,7794967.0
Pardubice 21,Pardubice,53301,Průmyslová,495,0,26650452.0
Dašice v Čechách,Dašice,53303,Komenského,25,0,13145789.0
Sezemice,Sezemice,53304,Smetanova,114,0,7601824.0
Dříteč,Dříteč,53305,,116,0,25915436.0
Zdechovice,Zdechovice,53311,,5,0,7746831.0
Chvaletice,Chvaletice,53312,U Stadionu,238,0,7631570.0
Řečany nad Labem,Řečany nad Labem,53313,1. máje,147,0,7594747.0
Kladruby nad Labem,Kladruby nad Labem,53314,,3,0,7546459.0
Hlavečník,Hlavečník,53315,,28,0,7511311.0
Vápno,Vápno,53316,,26,0,7641796.0
Vysoké Chvojno,Vysoké Chvojno,53321,Soběslavova,2,0,7647301.0
Býšť,Býšť,53322,,162,0,7668791.0
Čepí,Čepí,53332,,79,0,7501960.0
Lázně Bohdaneč,Lázně Bohdaneč,53341,Šípkova,47,0,7484674.0
Živanice,Živanice,53342,,47,0,7651937.0
Rohovládova Bělá,Rohovládova Bělá,53343,,74,0,7584946.0
Staré Ždánice,Staré Ždánice,53344,,192,0,7620918.0
Opatovice nad Labem,Opatovice nad Labem,53345,Hradecká,116,0,7568843.0
Staré Hradiště u Pardubic,Staré Hradiště,53352,U Pošty,185,0,7617500.0
Pardubice 19,Pardubice,53353,Poděbradská,293,0,17242428.0
Rybitví,Rybitví,53354,Činžovních domů,141,0,7590911.0
Choltice,Choltice,53361,Pardubická,138,0,7533667.0
Svojšice u Přelouče,Svojšice,53362,,1,0,7627629.0
Turkovice u Přelouče,Turkovice,53363,,2,0,7745427.0
Lipoltice,Lipoltice,53364,,25,0,7555733.0
Dolní Roveň,Dolní Roveň,53371,,1,0,7503873.0
Moravany u Holic,Moravany,53372,Komenského,138,0,7564805.0
Uhersko,Uhersko,53373,,34,0,7637489.0
Horní Jelení,Horní Jelení,53374,náměstí Komenského,97,0,7520034.0
Dolní Ředice,Dolní Ředice,53375,Holická,210,0,7508808.0
Holice v Čechách,Holice,53401,Hradecká,502,0,7658290.0
Přelouč,Přelouč,53501,Pardubická,115,0,7749457.0
Chrudim 1,Chrudim,53701,Resselovo náměstí,109,0,18876188.0
Bylany,Bylany,53801,,77,0,5256101.0
Morašice u Chrudimě,Morašice,53802,,17,0,5352517.0
Heřmanův Městec,Heřmanův Městec,53803,Sokolská,268,0,7184891.0
Prachovice,Prachovice,53804,Chrudimská,23,0,5232180.0
Seč 1,Seč,53807,náměstí Prof. Č. Strouhala,38,0,5325391.0
Slatiňany,Slatiňany,53821,Spojovací,658,0,5443105.0
Licibořice,Licibořice,53823,,17,0,25918877.0
Svídnice,Svídnice,53824,,13,0,5259614.0
Nasavrky,Nasavrky,53825,Slatiňanská,76,0,5226988.0
Bojanov,Bojanov,53826,,37,0,5329299.0
Úhřetice,Úhřetice,53832,,43,0,25217569.0
Rosice,Rosice,53834,,96,0,5319668.0
Zaječice,Zaječice,53835,,4,0,5414865.0
Žumberk,Žumberk,53836,,79,0,5423007.0
Podhořany u Ronova nad Doubravou,Podhořany u Ronova,53841,,59,0,7208944.0
Ronov nad Doubravou,Ronov nad Doubravou,53842,Lichnická,64,0,5276331.0
Třemošnice,Třemošnice,53843,1. máje,447,0,16380819.0
Běstvina,Běstvina,53845,,29,0,5335337.0
Chrast u Chrudimě,Chrast,53851,U Pošty,500,0,5430046.0
Luže,Luže,53854,Komenského,241,0,5360528.0
Kočí,Kočí,53861,,92,0,7202261.0
Hrochův Týnec,Hrochův Týnec,53862,Nádražní,10,0,5281849.0
Chroustovice,Chroustovice,53863,náměstí Josefa Haška,96,0,5287758.0
Jenišovice,Jenišovice,53864,,42,0,5261601.0
Řepníky,Řepníky,53865,,34,0,5190550.0
Hlinsko v Čechách 1,Hlinsko,53901,Adámkova třída,1094,0,5387876.0
Kameničky,Kameničky,53941,,149,0,17923565.0
Svratouch,Svratouch,53942,,286,0,5225329.0
Krouna,Krouna,53943,,218,0,5219523.0
Proseč u Skutče,Proseč,53944,náměstí Dr. Tošovského,18,0,5343224.0
Nové Hrady,Nové Hrady,53945,,121,0,25008358.0
Trhová Kamenice,Trhová Kamenice,53952,Raisovo náměstí,4,0,5367387.0
Horní Bradlo,Horní Bradlo,53953,,7,0,7213123.0
Miřetice,Miřetice,53955,,126,0,5210178.0
Vrbatův Kostelec,Vrbatův Kostelec,53956,,52,0,30945143.0
Včelákov,Včelákov,53957,,81,0,5404088.0
Vortová,Vortová,53961,,59,0,5273633.0
Holetín,Holetín,53971,,105,0,5317096.0
Raná u Hlinska,Raná,53972,,17,0,5186749.0
Skuteč,Skuteč,53973,Tylova,134,0,5453623.0
Předhradí,Předhradí,53974,kap. Svatoně,80,0,5354960.0
Prosetín,Prosetín,53976,,22,0,5270928.0
Trutnov 1,Trutnov,54101,Hradební,11,0,2256738.0
Trutnov 4,Trutnov,54102,Dlouhá,572,0,25127667.0
Žacléř,Žacléř,54201,Rýchorské náměstí,10,0,2368544.0
Bernartice,Bernartice,54204,,82,0,15154700.0
Chvaleč,Chvaleč,54211,,231,0,21041890.0
Radvanice v Čechách,Radvanice,54212,,173,0,15166317.0
Jívka,Jívka,54213,,42,0,2352290.0
Pec pod Sněžkou,Pec pod Sněžkou,54221,,197,0,21047308.0
Mladé Buky,Mladé Buky,54223,,186,0,9890637.0
Svoboda nad Úpou,Svoboda nad Úpou,54224,náměstí Svornosti,474,0,23138343.0
Janské Lázně,Janské Lázně,54225,náměstí Svobody,274,0,20379161.0
Horní Maršov,Horní Maršov,54226,Třída Josefa II.,77,0,2332647.0
Úpice,Úpice,54232,Palackého,1096,0,28375017.0
Rtyně v Podkrkonoší,Rtyně v Podkrkonoší,54233,Hronovská,573,0,2364166.0
Malé Svatoňovice,Malé Svatoňovice,54234,Nádražní,105,0,2383675.0
Velké Svatoňovice,Velké Svatoňovice,54235,,294,0,2380641.0
Libňatov,Libňatov,54236,,13,0,15158772.0
Vlčice,Vlčice,54241,,201,0,27571556.0
Pilníkov,Pilníkov,54242,Trutnovská,56,0,2292840.0
Staré Buky,Staré Buky,54243,,50,0,23085461.0
Vrchlabí 1,Vrchlabí,54301,Krkonošská,149,0,2303647.0
Lánov,Lánov,54341,,200,0,9885471.0
Dolní Dvůr,Dolní Dvůr,54342,,76,0,9877029.0
Černý Důl,Černý Důl,54344,,80,0,2236788.0
Špindlerův Mlýn,Špindlerův Mlýn,54351,,188,0,2345803.0
Strážné,Strážné,54352,,129,0,20365381.0
Kunčice nad Labem,Kunčice nad Labem,54361,,86,0,2339617.0
Dolní Branná,Dolní Branná,54362,,256,0,2320053.0
Hostinné,Hostinné,54371,Poštovní,32,0,2395291.0
Rudník u Vrchlabí,Rudník,54372,,56,0,2390574.0
Prosečné,Prosečné,54373,,37,0,20362552.0
Dolní Kalná,Dolní Kalná,54374,,36,0,20355408.0
Dolní Olešnice,Dolní Olešnice,54375,,89,0,2321424.0
Chotěvice,Chotěvice,54376,,275,0,2351323.0
Čermná,Čermná,54377,,40,0,2356121.0
Dvůr Králové nad Labem,Dvůr Králové nad Labem,54401,Legionářská,406,0,23091011.0
Žireč,Dvůr Králové nad Labem,54404,,58,0,23080582.0
Choustníkovo Hradiště,Choustníkovo Hradiště,54442,,102,0,2240912.0
Kuks,Kuks,54443,,3,0,2357771.0
Vlčkovice v Podkrkonoší,Vlčkovice v Podkrkonoší,54444,,105,0,2236141.0
Doubravice u Dvora Králové n/Labem,Doubravice,54451,,155,0,23078898.0
Velký Vřešťov,Velký Vřešťov,54454,,37,0,20366507.0
Dubenec u Dvora Králové nad Labem,Dubenec,54455,,2,0,2322145.0
Hřibojedy,Hřibojedy,54456,,22,0,9881131.0
Nemojov,Nemojov,54461,,13,0,21042934.0
Vítězná,Vítězná,54462,,209,0,20372116.0
Kocbeře,Kocbeře,54464,,53,0,2348527.0
Hajnice,Hajnice,54466,,119,0,2325675.0
Bílá Třemešná,Bílá Třemešná,54472,,276,0,20352158.0
Horní Brusnice,Horní Brusnice,54474,,241,0,2243890.0
Mostek,Mostek,54475,,76,0,9893954.0
Borovnice,Borovnice,54477,,39,0,2314568.0
Náchod 1,Náchod,54701,Masarykovo náměstí,43,0,7440201.0
Nové Město nad Metují 1,Nové Město nad Metují,54901,náměstí Republiky,6,0,7398069.0
Nové Město nad Metují 3,Nové Město nad Metují,54902,Nahořanská,60,0,7318502.0
Bohuslavice nad Metují,Bohuslavice,54906,,175,0,7217684.0
Nahořany,Nahořany,54907,,102,0,7317786.0
Provodov-Šonov,Provodov-Šonov,54908,,170,0,7359276.0
Dolní Radechová,Dolní Radechová,54911,Náchodská,240,0,9686568.0
Česká Čermná,Česká Čermná,54921,,128,0,7235186.0
Nový Hrádek,Nový Hrádek,54922,Rokolská,123,0,7436017.0
Hronov 1,Hronov,54931,T. G. Masaryka,302,0,7468407.0
Velké Poříčí,Velké Poříčí,54932,Náměstí,102,0,7262434.0
Hronov 4,Hronov,54934,,82,0,7478712.0
Stárkov,Stárkov,54936,,115,0,13141201.0
Žďárky,Žďárky,54937,,35,0,7388641.0
Červený Kostelec,Červený Kostelec,54941,17. listopadu,298,0,9662391.0
Horní Radechová,Horní Radechová,54946,,187,0,7416318.0
Studnice u Náchoda,Studnice,54948,,75,0,7353073.0
Horní Adršpach,Adršpach,54952,,112,0,7413491.0
Police nad Metují,Police nad Metují,54954,Tyršova,340,0,7330944.0
Žďár nad Metují,Žďár nad Metují,54955,,111,0,7387512.0
Česká Metuje,Česká Metuje,54956,,10,0,7235976.0
Teplice nad Metují,Teplice nad Metují,54957,Aloise Jiráska,95,0,7364431.0
Suchý Důl,Suchý Důl,54962,,134,0,7355807.0
Machov,Machov,54963,,129,0,7304838.0
Bezděkov nad Metují,Bezděkov nad Metují,54964,,164,0,7215541.0
Otovice u Broumova,Otovice,54972,,196,0,7325720.0
Martínkovice,Martínkovice,54973,,186,0,7309015.0
Božanov,Božanov,54974,,110,0,20814917.0
Meziměstí u Broumova 1,Meziměstí,54981,5. května,114,0,7312733.0
Vernéřovice,Vernéřovice,54982,,1,0,7231024.0
Heřmánkovice,Heřmánkovice,54984,,215,0,7464037.0
Broumov 1,Broumov,55001,Československé armády,380,0,7395493.0
Broumov 3,Broumov,55003,třída Soukenická,24,0,7227167.0
Jaroměř 1,Jaroměř,55101,náměstí Československé armády,18,0,7397585.0
Dolany,Dolany,55201,,39,0,7253460.0
Česká Skalice,Česká Skalice,55203,třída T. G. Masaryka,878,0,41534671.0
Chvalkovice v Čechách,Chvalkovice,55204,,130,0,7271590.0
Hořičky,Hořičky,55205,,89,0,7259361.0
Velichovky,Velichovky,55211,Dlážděná,,0,
Heřmanice,Heřmanice,55212,,20,0,7257864.0
Rasošky,Rasošky,55221,,50,0,7338082.0
Jasenná,Jasenná,55222,,68,0,7294255.0
Velká Jesenice,Velká Jesenice,55224,,188,0,7373350.0
Rychnovek,Rychnovek,55225,,50,0,7344023.0
Mobilní pošta 51,Sulice,55555,Školní,343,0,73975893.0
Česká Třebová 1,Česká Třebová,56001,Chmelnice,129,0,25165305.0
Česká Třebová 2,Česká Třebová,56002,náměstí Jana Pernera,584,0,24756491.0
Hnátnice,Hnátnice,56101,,170,0,17967970.0
Dolní Dobrouč,Dolní Dobrouč,56102,,380,0,17955491.0
Brandýs nad Orlicí,Brandýs nad Orlicí,56112,Komenského,5,0,5695236.0
Sudslava,Sudslava,56113,,64,0,18074006.0
České Libchavy,České Libchavy,56114,,118,0,17940575.0
Sopotnice,Sopotnice,56115,,226,0,5649340.0
Libchavy,Libchavy,56116,,206,0,5628172.0
Dlouhá Třebová,Dlouhá Třebová,56117,Ústecká,231,0,17946255.0
Němčice,Němčice,56118,,128,0,18037208.0
Ostrov,Ostrov,56122,,272,0,5637392.0
Damníkov,Damníkov,56123,,42,0,17942446.0
Třebovice,Třebovice,56124,,187,0,18083161.0
Rudoltice,Rudoltice,56125,,38,0,5660025.0
Tatenice,Tatenice,56131,,243,0,18076424.0
Cotkytle,Cotkytle,56132,,100,0,5601754.0
Horní Heřmanice v Čechách,Horní Heřmanice,56133,,91,0,17971276.0
Výprachtice,Výprachtice,56134,,3,0,18092161.0
Řetová,Řetová,56141,,138,0,18059325.0
Letohrad,Letohrad,56151,Družstevní,833,0,26940132.0
Verměřovice,Verměřovice,56152,,123,0,18086802.0
Dolní Čermná,Dolní Čermná,56153,,230,0,17949891.0
Bystřec,Bystřec,56154,,188,0,5622280.0
Orličky,Orličky,56155,,4,0,18040772.0
Horní Čermná,Horní Čermná,56156,,1,0,5637571.0
Červená Voda 1,Červená Voda,56161,,52,0,17929555.0
Nekoř,Nekoř,56163,,282,0,18033547.0
Jablonné nad Orlicí,Jablonné nad Orlicí,56164,Hradisková,575,0,17983355.0
Jamné nad Orlicí,Jamné nad Orlicí,56165,,280,0,17987601.0
Těchonín,Těchonín,56166,,80,0,18078559.0
Mladkov,Mladkov,56167,,12,0,18027792.0
Králíky,Králíky,56169,Valdštejnova,916,0,16380746.0
Písečná,Písečná,56170,,78,0,18049681.0
Kunvald,Kunvald,56181,,100,0,17996783.0
Klášterec nad Orlicí,Klášterec nad Orlicí,56182,,97,0,5632200.0
Líšnice,Líšnice,56184,,248,0,18022502.0
Česká Rybná u Žamberka,Česká Rybná,56185,,78,0,17938341.0
Záchlumí,Záchlumí,56186,,77,0,17927455.0
Ústí nad Orlicí 1,Ústí nad Orlicí,56201,T. G. Masaryka,897,0,24744174.0
Lanškroun,Lanškroun,56301,náměstí J. M. Marků,56,0,18111301.0
Žamberk,Žamberk,56401,Nádražní,833,0,18121501.0
Choceň 1,Choceň,56501,Dolní,1200,0,5675812.0
Choceň 2,Choceň,56502,Pernerova,394,0,26717786.0
Vraclav,Vraclav,56542,,66,0,18090605.0
